Gender,Category,Parental Education,Hometown Area,Family annual income,Guidance from family,Family member in same field,Percentage in 10th,Percentage in 12th ,Medium studied in?,CPI in graduation,Course,College type,Attendance in class,Living arrangement ,Participation in class,Homework submission,Preparation level,Study hours,Educational Technology,Internet Usage,Weekend plans,Study technique,Study environment,Learning style,Study Group Size,Sleeping time,Extracurricular Activities,Your class buddy friend,Relationship Status in last sem
Other,Other (PWD),Tertiary (graduation or above),Other,1 - 2.5 lakh,No,Yes,Below 60%,70-80%,Hindi,5.34,M.tech,NIT,Didn't attend classes properly,Other,Once in a while,Missed some homeworks,10%,2 hours or less,No,1-2 hours,Revising the week's study material,Summarizing and making short notes,Library (self),From YouTube/online platforms,3,12am or before,No,Worse than you,Toxic Relationship
Female,OBC,Secondary (9-12),Semi-Urban,above 10 lakh,Yes,Yes,60-70%,60-70%,Regional languages,7.03,M.sc.,Regional and Private Colleges,70%,Other,Never,Missed some homeworks,100%,5+ hours,Yes,2-4 hours,Revising the week's study material,Summarizing and making short notes,Home (self),Reading from books,Alone,2am,Yes,Better than you,Healthy Relationship
Female,Other (PWD),Primary (1-8),Urban,above 10 lakh,No,No,80-90%,80-90%,Regional languages,8.44,M.tech,NIT,70%,Home,Once in a while,On the due date,50%,3-5 hours,Yes,0 hours,Sleeping all day,Practice by writing,Library (group study),From Professor in class,More than 4,1am,Yes,Better than you,Healthy Relationship
Other,Other (PWD),Secondary (9-12),Urban,5 - 10 lakh,No,No,60-70%,70-80%,Regional languages,8.07,M.tech,IIT,80%,Other,Frequently,Missed some homeworks,10%,2 hours or less,No,0 hours,Netflix and Chill,Practice by writing,Library (self),From friends after class,2,12am or before,No,Almost same as you,Toxic Relationship
Male,ST/SC,Primary (1-8),Urban,Below 1 lakh,No,Yes,Above 90%,Above 90%,Hindi,9.9,M.tech,IIT,90%,Home,Never,Missed some homeworks,100%,2 hours or less,No,0 hours,Going outside with friends,Practice by writing,Library (group study),From friends after class,More than 4,3am or later,Yes,Worse than you,Single
Male,Other (PWD),Secondary (9-12),Semi-Urban,above 10 lakh,No,Yes,Above 90%,70-80%,Hindi,9.15,BCA,NIT,Didn't attend classes properly,Other,Never,2 or more days before due date,100%,3-5 hours,No,5+ hours,Sleeping all day,Revising the whole notes,Home (self),From Professor in class,Alone,12am or before,No,Better than you,Toxic Relationship
Male,OBC,Primary (1-8),Rural,above 10 lakh,No,No,Above 90%,70-80%,Hindi,6.37,B.tech,IIT,Didn't attend classes properly,Home,Once in a while,On the due date,100%,5+ hours,No,5+ hours,Revising the week's study material,Summarizing and making short notes,Home (self),Reading from books,4,1am,No,Worse than you,Single
Male,OBC,Secondary (9-12),Other,2.5 - 5 lakh,No,No,70-80%,80-90%,Hindi,9.96,BCA,Regional and Private Colleges,80%,Home,Never,Missed some homeworks,50%,2 hours or less,Yes,2-4 hours,Sleeping all day,Practice by writing,Library (group study),From Professor in class,More than 4,3am or later,No,Almost same as you,Healthy Relationship
Male,ST/SC,Tertiary (graduation or above),Urban,1 - 2.5 lakh,Yes,Yes,60-70%,80-90%,Hindi,6.36,M.tech,IIT,Didn't attend classes properly,Hostel room,Once in a while,Missed some homeworks,100%,2 hours or less,No,2-4 hours,Netflix and Chill,Revising the whole notes,Library (group study),From Professor in class,Alone,2am,No,Better than you,Single
Male,ST/SC,Secondary (9-12),Rural,2.5 - 5 lakh,No,No,70-80%,70-80%,English,7.64,Law,Regional and Private Colleges,90%,Home,Once in a while,Missed some homeworks,100%,5+ hours,Yes,0 hours,Revising the week's study material,Revising the whole notes,Home (self),From Professor in class,3,1am,Yes,Worse than you,Single
Male,ST/SC,Secondary (9-12),Other,2.5 - 5 lakh,Yes,No,60-70%,Below 60%,English,8.92,Law,IIT,70%,PG room,Frequently,On the due date,50%,5+ hours,No,5+ hours,Revising the week's study material,Revising the whole notes,Library (self),From friends after class,3,2am,No,Better than you,Healthy Relationship
Male,Other (PWD),Tertiary (graduation or above),Other,2.5 - 5 lakh,No,Yes,70-80%,80-90%,Hindi,7.25,M.sc.,NIT,80%,Home,Never,2 or more days before due date,50%,3-5 hours,Yes,0 hours,Sleeping all day,Summarizing and making short notes,Home (group study),Reading from books,2,12am or before,No,Worse than you,Toxic Relationship
Female,General,Primary (1-8),Semi-Urban,above 10 lakh,Yes,Yes,70-80%,70-80%,Hindi,7.06,Other,Reputed University,70%,Hostel room,Never,2 or more days before due date,100%,3-5 hours,No,2-4 hours,Revising the week's study material,Revising the whole notes,Library (group study),Reading from books,4,3am or later,Yes,Worse than you,Healthy Relationship
Female,ST/SC,Tertiary (graduation or above),Rural,above 10 lakh,Yes,No,60-70%,70-80%,Hindi,7.46,M.tech,Regional and Private Colleges,Didn't attend classes properly,Hostel room,Frequently,On the due date,100%,5+ hours,No,0 hours,Revising the week's study material,Practice by writing,Home (self),Reading from books,2,12am or before,No,Worse than you,Healthy Relationship
Male,ST/SC,Tertiary (graduation or above),Semi-Urban,5 - 10 lakh,Yes,No,80-90%,Below 60%,English,5.25,B.sc.,Reputed University,70%,Hostel room,Once in a while,2 or more days before due date,80%,2 hours or less,No,5+ hours,Netflix and Chill,Revising the whole notes,Library (group study),From YouTube/online platforms,Alone,3am or later,Yes,Worse than you,Healthy Relationship
Other,ST/SC,Secondary (9-12),Other,Below 1 lakh,Yes,Yes,70-80%,Below 60%,Regional languages,6.81,Law,NIT,90%,Home,Once in a while,On the due date,10%,2 hours or less,No,2-4 hours,Revising the week's study material,Summarizing and making short notes,Home (group study),From YouTube/online platforms,2,3am or later,Yes,Better than you,Single
Female,Other (PWD),Primary (1-8),Other,above 10 lakh,No,Yes,70-80%,80-90%,Regional languages,8.05,B.sc.,IIT,80%,Other,Never,On the due date,10%,2 hours or less,No,5+ hours,Netflix and Chill,Summarizing and making short notes,Library (self),From friends after class,Alone,2am,No,Almost same as you,Single
Other,General,Tertiary (graduation or above),Urban,2.5 - 5 lakh,Yes,Yes,60-70%,Below 60%,English,5.04,M.tech,IIT,70%,PG room,Never,2 or more days before due date,80%,5+ hours,Yes,0 hours,Revising the week's study material,Practice by writing,Home (group study),From Professor in class,2,12am or before,Yes,Worse than you,Toxic Relationship
Female,Other (PWD),Secondary (9-12),Urban,above 10 lakh,Yes,Yes,60-70%,70-80%,Hindi,9.01,BCA,Regional and Private Colleges,Didn't attend classes properly,PG room,Frequently,2 or more days before due date,50%,3-5 hours,No,2-4 hours,Netflix and Chill,Practice by writing,Library (group study),From YouTube/online platforms,3,3am or later,Yes,Better than you,Healthy Relationship
Other,Other (PWD),Tertiary (graduation or above),Rural,2.5 - 5 lakh,No,No,Below 60%,Below 60%,English,7.16,Other,Regional and Private Colleges,70%,Home,Never,On the due date,100%,2 hours or less,Yes,5+ hours,Sleeping all day,Practice by writing,Home (group study),From Professor in class,3,1am,No,Almost same as you,Single
Female,ST/SC,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,Yes,No,Below 60%,Above 90%,Regional languages,8.29,M.sc.,IIT,70%,Other,Frequently,Missed some homeworks,50%,2 hours or less,No,0 hours,Revising the week's study material,Practice by writing,Library (group study),From Professor in class,2,3am or later,No,Worse than you,Healthy Relationship
Male,General,Tertiary (graduation or above),Rural,5 - 10 lakh,No,Yes,70-80%,60-70%,Regional languages,7.27,B.sc.,Regional and Private Colleges,80%,Other,Once in a while,On the due date,80%,3-5 hours,Yes,5+ hours,Sleeping all day,Revising the whole notes,Home (group study),From YouTube/online platforms,3,12am or before,No,Better than you,Healthy Relationship
Female,OBC,Secondary (9-12),Rural,1 - 2.5 lakh,No,Yes,60-70%,70-80%,English,6.64,MCA,IIT,70%,PG room,Frequently,Missed some homeworks,100%,2 hours or less,Yes,1-2 hours,Sleeping all day,Revising the whole notes,Library (group study),From Professor in class,More than 4,1am,Yes,Almost same as you,Healthy Relationship
Male,General,Secondary (9-12),Urban,above 10 lakh,No,Yes,Above 90%,70-80%,English,5.68,M.sc.,NIT,70%,Home,Once in a while,2 or more days before due date,50%,3-5 hours,No,5+ hours,Revising the week's study material,Revising the whole notes,Home (group study),Reading from books,3,1am,Yes,Worse than you,Toxic Relationship
Male,General,Tertiary (graduation or above),Other,2.5 - 5 lakh,Yes,No,Above 90%,Below 60%,Hindi,5.07,M.sc.,NIT,Didn't attend classes properly,Home,Frequently,Missed some homeworks,50%,5+ hours,No,0 hours,Going outside with friends,Practice by writing,Home (group study),From friends after class,4,2am,No,Worse than you,Toxic Relationship
Male,General,Tertiary (graduation or above),Semi-Urban,5 - 10 lakh,Yes,No,80-90%,70-80%,Regional languages,7.35,MCA,IIT,70%,Hostel room,Once in a while,Missed some homeworks,50%,5+ hours,Yes,2-4 hours,Revising the week's study material,Summarizing and making short notes,Library (self),Reading from books,4,12am or before,Yes,Almost same as you,Healthy Relationship
Other,ST/SC,Secondary (9-12),Rural,2.5 - 5 lakh,No,Yes,80-90%,Above 90%,Hindi,5.69,BCA,Regional and Private Colleges,Didn't attend classes properly,PG room,Frequently,On the due date,80%,3-5 hours,No,5+ hours,Sleeping all day,Revising the whole notes,Home (group study),From Professor in class,More than 4,2am,No,Better than you,Toxic Relationship
Other,OBC,Tertiary (graduation or above),Semi-Urban,Below 1 lakh,Yes,Yes,80-90%,60-70%,Regional languages,8.65,M.tech,NIT,70%,PG room,Frequently,Missed some homeworks,10%,3-5 hours,Yes,1-2 hours,Netflix and Chill,Summarizing and making short notes,Home (self),Reading from books,Alone,3am or later,Yes,Worse than you,Single
Male,General,Secondary (9-12),Urban,5 - 10 lakh,Yes,No,80-90%,Above 90%,Hindi,6.7,B.sc.,Regional and Private Colleges,Didn't attend classes properly,Other,Never,2 or more days before due date,100%,5+ hours,No,5+ hours,Going outside with friends,Practice by writing,Library (self),Reading from books,Alone,3am or later,No,Almost same as you,Toxic Relationship
Female,General,Tertiary (graduation or above),Rural,above 10 lakh,Yes,Yes,Above 90%,Above 90%,Regional languages,5.99,Other,NIT,80%,Hostel room,Frequently,Missed some homeworks,10%,2 hours or less,No,0 hours,Going outside with friends,Revising the whole notes,Home (self),Reading from books,More than 4,2am,No,Better than you,Healthy Relationship
Other,Other (PWD),Primary (1-8),Urban,2.5 - 5 lakh,No,No,60-70%,70-80%,Hindi,5.59,M.sc.,Reputed University,90%,Hostel room,Once in a while,2 or more days before due date,10%,5+ hours,No,2-4 hours,Revising the week's study material,Summarizing and making short notes,Home (self),From friends after class,Alone,12am or before,No,Worse than you,Toxic Relationship
Male,ST/SC,Tertiary (graduation or above),Other,Below 1 lakh,Yes,No,70-80%,60-70%,English,5.55,Law,NIT,80%,Hostel room,Once in a while,2 or more days before due date,80%,3-5 hours,Yes,2-4 hours,Going outside with friends,Practice by writing,Library (self),From Professor in class,4,1am,No,Better than you,Single
Other,OBC,Secondary (9-12),Urban,Below 1 lakh,Yes,No,Above 90%,70-80%,Regional languages,8.2,MCA,NIT,80%,Home,Once in a while,On the due date,50%,2 hours or less,Yes,5+ hours,Revising the week's study material,Revising the whole notes,Home (group study),From YouTube/online platforms,Alone,3am or later,No,Worse than you,Healthy Relationship
Female,Other (PWD),Primary (1-8),Rural,2.5 - 5 lakh,No,Yes,80-90%,Below 60%,Regional languages,7.22,B.tech,Reputed University,70%,PG room,Once in a while,On the due date,10%,3-5 hours,Yes,5+ hours,Revising the week's study material,Practice by writing,Library (group study),From friends after class,4,3am or later,No,Almost same as you,Single
Female,OBC,Tertiary (graduation or above),Rural,Below 1 lakh,No,No,60-70%,60-70%,English,9.68,Law,NIT,Didn't attend classes properly,Hostel room,Never,Missed some homeworks,80%,3-5 hours,Yes,2-4 hours,Revising the week's study material,Summarizing and making short notes,Library (self),From friends after class,3,3am or later,Yes,Worse than you,Toxic Relationship
Male,OBC,Primary (1-8),Semi-Urban,5 - 10 lakh,No,Yes,70-80%,70-80%,Regional languages,7.36,B.sc.,IIT,70%,Hostel room,Once in a while,2 or more days before due date,80%,3-5 hours,Yes,0 hours,Sleeping all day,Revising the whole notes,Home (self),Reading from books,Alone,12am or before,No,Better than you,Healthy Relationship
Female,OBC,Primary (1-8),Rural,2.5 - 5 lakh,No,No,70-80%,70-80%,English,9.14,BCA,Regional and Private Colleges,80%,Home,Never,On the due date,50%,2 hours or less,No,1-2 hours,Revising the week's study material,Revising the whole notes,Home (group study),From YouTube/online platforms,4,12am or before,Yes,Worse than you,Single
Male,OBC,Primary (1-8),Other,5 - 10 lakh,Yes,No,60-70%,Below 60%,English,9.95,B.tech,IIT,80%,PG room,Never,Missed some homeworks,100%,2 hours or less,No,1-2 hours,Sleeping all day,Summarizing and making short notes,Home (self),From friends after class,3,1am,Yes,Almost same as you,Single
Male,ST/SC,Tertiary (graduation or above),Urban,2.5 - 5 lakh,No,Yes,Above 90%,80-90%,English,7.37,B.tech,Reputed University,80%,Other,Frequently,On the due date,100%,2 hours or less,No,5+ hours,Revising the week's study material,Summarizing and making short notes,Home (self),Reading from books,More than 4,12am or before,No,Almost same as you,Healthy Relationship
Male,Other (PWD),Primary (1-8),Other,above 10 lakh,No,Yes,Above 90%,80-90%,Regional languages,5.16,BCA,NIT,70%,Home,Frequently,On the due date,10%,2 hours or less,Yes,0 hours,Sleeping all day,Revising the whole notes,Home (group study),From YouTube/online platforms,4,1am,No,Better than you,Toxic Relationship
Female,General,Primary (1-8),Semi-Urban,above 10 lakh,Yes,No,80-90%,Below 60%,English,9.81,B.tech,IIT,Didn't attend classes properly,Other,Never,2 or more days before due date,80%,5+ hours,Yes,5+ hours,Revising the week's study material,Summarizing and making short notes,Home (self),Reading from books,Alone,2am,No,Worse than you,Single
Male,OBC,Tertiary (graduation or above),Rural,2.5 - 5 lakh,Yes,No,Below 60%,60-70%,Regional languages,8.43,BCA,Regional and Private Colleges,70%,Home,Frequently,Missed some homeworks,100%,3-5 hours,No,1-2 hours,Sleeping all day,Summarizing and making short notes,Library (group study),From friends after class,2,2am,Yes,Worse than you,Healthy Relationship
Other,General,Secondary (9-12),Semi-Urban,2.5 - 5 lakh,No,No,80-90%,Above 90%,Regional languages,6.16,BCA,Regional and Private Colleges,80%,Hostel room,Never,On the due date,100%,5+ hours,No,2-4 hours,Going outside with friends,Practice by writing,Library (self),From YouTube/online platforms,Alone,2am,Yes,Worse than you,Toxic Relationship
Female,Other (PWD),Tertiary (graduation or above),Urban,1 - 2.5 lakh,Yes,No,80-90%,80-90%,English,9.64,MCA,NIT,70%,Home,Frequently,2 or more days before due date,50%,3-5 hours,Yes,1-2 hours,Netflix and Chill,Summarizing and making short notes,Library (self),From Professor in class,2,3am or later,Yes,Better than you,Healthy Relationship
Female,Other (PWD),Secondary (9-12),Urban,above 10 lakh,No,No,Below 60%,Above 90%,Hindi,6.84,M.sc.,IIT,70%,Other,Once in a while,2 or more days before due date,50%,3-5 hours,No,0 hours,Sleeping all day,Practice by writing,Library (group study),From YouTube/online platforms,4,1am,Yes,Worse than you,Toxic Relationship
Male,OBC,Tertiary (graduation or above),Semi-Urban,Below 1 lakh,Yes,No,Above 90%,Above 90%,Hindi,8,M.sc.,IIT,80%,Hostel room,Frequently,2 or more days before due date,10%,5+ hours,Yes,0 hours,Sleeping all day,Revising the whole notes,Library (self),From YouTube/online platforms,4,12am or before,No,Almost same as you,Healthy Relationship
Other,ST/SC,Tertiary (graduation or above),Other,Below 1 lakh,Yes,Yes,Above 90%,Above 90%,Regional languages,7.94,M.sc.,IIT,70%,Hostel room,Frequently,2 or more days before due date,100%,3-5 hours,Yes,1-2 hours,Revising the week's study material,Practice by writing,Library (group study),From YouTube/online platforms,4,2am,Yes,Almost same as you,Single
Male,ST/SC,Tertiary (graduation or above),Other,Below 1 lakh,Yes,Yes,70-80%,Below 60%,English,9.71,BCA,IIT,90%,PG room,Once in a while,2 or more days before due date,80%,2 hours or less,No,1-2 hours,Revising the week's study material,Revising the whole notes,Library (group study),From YouTube/online platforms,Alone,2am,Yes,Better than you,Toxic Relationship
Female,Other (PWD),Secondary (9-12),Urban,5 - 10 lakh,Yes,No,Below 60%,Above 90%,Regional languages,7.03,M.tech,NIT,70%,Other,Frequently,Missed some homeworks,80%,3-5 hours,No,1-2 hours,Going outside with friends,Practice by writing,Home (self),From friends after class,3,1am,Yes,Worse than you,Toxic Relationship
